period,dim,value,count
2024-Q2,mail_provider,m:onecom,2
2024-Q3,mail_provider,m:onecom,4
2024-Q4,mail_provider,m:onecom,2
2025-Q1,mail_provider,m:onecom,3
2025-Q2,mail_provider,m:onecom,1
2025-Q3,mail_provider,m:onecom,3
2025-Q4,mail_provider,m:onecom,3
2026-Q1,mail_provider,m:onecom,3
2026-Q2,mail_provider,m:onecom,2
2024-Q1,mail_provider,m:onet,1
2024-Q3,mail_provider,m:onet,1
2024-Q4,mail_provider,m:onet,1
2025-Q2,mail_provider,m:onet,2
2025-Q3,mail_provider,m:onet,1
2023-Q4,mail_provider,m:optimum,6
2024-Q1,mail_provider,m:optimum,2
2024-Q2,mail_provider,m:optimum,4
2024-Q3,mail_provider,m:optimum,8
2024-Q4,mail_provider,m:optimum,2
2025-Q1,mail_provider,m:optimum,1
2025-Q2,mail_provider,m:optimum,1
2025-Q3,mail_provider,m:optimum,5
2025-Q4,mail_provider,m:optimum,2
2026-Q1,mail_provider,m:optimum,2
2026-Q2,mail_provider,m:optimum,4
2026-Q3,mail_provider,m:optimum,1
2023-Q4,mail_provider,m:orange,5
2024-Q1,mail_provider,m:orange,5
2024-Q2,mail_provider,m:orange,3
2024-Q3,mail_provider,m:orange,7
2024-Q4,mail_provider,m:orange,24
2025-Q1,mail_provider,m:orange,25
2025-Q2,mail_provider,m:orange,8
2025-Q3,mail_provider,m:orange,19
2025-Q4,mail_provider,m:orange,12
2026-Q1,mail_provider,m:orange,11
2026-Q2,mail_provider,m:orange,8
2026-Q3,mail_provider,m:orange,6
2023-Q4,mail_provider,m:ovh,3
2024-Q2,mail_provider,m:ovh,1
2024-Q3,mail_provider,m:ovh,2
2024-Q4,mail_provider,m:ovh,2
2025-Q1,mail_provider,m:ovh,2
2025-Q2,mail_provider,m:ovh,1
2025-Q3,mail_provider,m:ovh,3
2025-Q4,mail_provider,m:ovh,2
2024-Q1,mail_provider,m:posteo,1
2024-Q2,mail_provider,m:posteo,1
2024-Q4,mail_provider,m:posteo,2
2025-Q1,mail_provider,m:posteo,1
2025-Q2,mail_provider,m:posteo,1
2025-Q4,mail_provider,m:posteo,2
2026-Q1,mail_provider,m:posteo,1
2026-Q2,mail_provider,m:posteo,1
2026-Q3,mail_provider,m:posteo,4
2023-Q4,mail_provider,m:protonmail,6
2024-Q1,mail_provider,m:protonmail,1
2024-Q2,mail_provider,m:protonmail,3
2024-Q3,mail_provider,m:protonmail,3
2024-Q4,mail_provider,m:protonmail,2
2025-Q1,mail_provider,m:protonmail,5
2025-Q2,mail_provider,m:protonmail,9
2025-Q3,mail_provider,m:protonmail,7
2025-Q4,mail_provider,m:protonmail,7
2026-Q1,mail_provider,m:protonmail,9
2026-Q2,mail_provider,m:protonmail,1
2026-Q3,mail_provider,m:protonmail,1
2023-Q4,mail_provider,m:rogers,2
2024-Q1,mail_provider,m:rogers,3
2024-Q2,mail_provider,m:rogers,2
2024-Q3,mail_provider,m:rogers,8
2024-Q4,mail_provider,m:rogers,5
2025-Q1,mail_provider,m:rogers,3
2025-Q2,mail_provider,m:rogers,1
2025-Q3,mail_provider,m:rogers,7
2025-Q4,mail_provider,m:rogers,3
2026-Q1,mail_provider,m:rogers,8
2026-Q2,mail_provider,m:rogers,6
2026-Q3,mail_provider,m:rogers,3
2023-Q4,mail_provider,m:seznam,3
2024-Q1,mail_provider,m:seznam,1
2024-Q2,mail_provider,m:seznam,3
2024-Q3,mail_provider,m:seznam,4
2024-Q4,mail_provider,m:seznam,4
2025-Q1,mail_provider,m:seznam,2
2025-Q2,mail_provider,m:seznam,1
2025-Q3,mail_provider,m:seznam,4
2025-Q4,mail_provider,m:seznam,2
2026-Q1,mail_provider,m:seznam,3
2026-Q2,mail_provider,m:seznam,1
2024-Q1,mail_provider,m:sfr,1
2024-Q2,mail_provider,m:sfr,3
2024-Q3,mail_provider,m:sfr,2
2024-Q4,mail_provider,m:sfr,6
2025-Q1,mail_provider,m:sfr,7
2025-Q2,mail_provider,m:sfr,1
2025-Q3,mail_provider,m:sfr,3
2025-Q4,mail_provider,m:sfr,4
2026-Q1,mail_provider,m:sfr,4
2026-Q2,mail_provider,m:sfr,1
2026-Q3,mail_provider,m:sfr,3
2023-Q4,mail_provider,m:shaw,6
2024-Q1,mail_provider,m:shaw,7
2024-Q2,mail_provider,m:shaw,5
2024-Q3,mail_provider,m:shaw,7
2024-Q4,mail_provider,m:shaw,9
2025-Q1,mail_provider,m:shaw,3
2025-Q2,mail_provider,m:shaw,6
2025-Q3,mail_provider,m:shaw,5
2025-Q4,mail_provider,m:shaw,5
2026-Q1,mail_provider,m:shaw,8
2026-Q2,mail_provider,m:shaw,7
2026-Q3,mail_provider,m:shaw,6
2024-Q2,mail_provider,m:sky,2
2024-Q3,mail_provider,m:sky,1
2024-Q4,mail_provider,m:sky,2
2025-Q3,mail_provider,m:sky,1
2026-Q3,mail_provider,m:sky,1
2023-Q4,mail_provider,m:skynet_be,2
2024-Q1,mail_provider,m:skynet_be,1
2024-Q2,mail_provider,m:skynet_be,2
2024-Q3,mail_provider,m:skynet_be,3
2024-Q4,mail_provider,m:skynet_be,2
2025-Q1,mail_provider,m:skynet_be,4
2025-Q4,mail_provider,m:skynet_be,1
2026-Q2,mail_provider,m:skynet_be,2
2026-Q3,mail_provider,m:skynet_be,1
2023-Q4,mail_provider,m:spectrum,64
2024-Q1,mail_provider,m:spectrum,43
2024-Q2,mail_provider,m:spectrum,29
2024-Q3,mail_provider,m:spectrum,48
2024-Q4,mail_provider,m:spectrum,36
2025-Q1,mail_provider,m:spectrum,40
2025-Q2,mail_provider,m:spectrum,31
2025-Q3,mail_provider,m:spectrum,38
2025-Q4,mail_provider,m:spectrum,33
2026-Q1,mail_provider,m:spectrum,29
2026-Q2,mail_provider,m:spectrum,45
2026-Q3,mail_provider,m:spectrum,49
2024-Q2,mail_provider,m:strato,3
2024-Q3,mail_provider,m:strato,5
2024-Q4,mail_provider,m:strato,3
2025-Q4,mail_provider,m:strato,2
2026-Q1,mail_provider,m:strato,1
2026-Q2,mail_provider,m:strato,1
2026-Q3,mail_provider,m:strato,1
2024-Q2,mail_provider,m:telus,2
2024-Q3,mail_provider,m:telus,1
2024-Q4,mail_provider,m:telus,5
2025-Q2,mail_provider,m:telus,6
2025-Q3,mail_provider,m:telus,2
2025-Q4,mail_provider,m:telus,1
2026-Q1,mail_provider,m:telus,1
2024-Q3,mail_provider,m:thundermail,1
2024-Q4,mail_provider,m:thundermail,3
2025-Q2,mail_provider,m:thundermail,3
2025-Q3,mail_provider,m:thundermail,3
2026-Q1,mail_provider,m:thundermail,2
2026-Q2,mail_provider,m:thundermail,1
2026-Q3,mail_provider,m:thundermail,6
2023-Q4,mail_provider,m:tiscali,1
2024-Q1,mail_provider,m:tiscali,6
2024-Q2,mail_provider,m:tiscali,6
2024-Q3,mail_provider,m:tiscali,6
2024-Q4,mail_provider,m:tiscali,6
2025-Q1,mail_provider,m:tiscali,13
2025-Q2,mail_provider,m:tiscali,5
2025-Q3,mail_provider,m:tiscali,8
2025-Q4,mail_provider,m:tiscali,5
2026-Q1,mail_provider,m:tiscali,3
2026-Q2,mail_provider,m:tiscali,3
2026-Q3,mail_provider,m:tiscali,5
2023-Q4,mail_provider,m:tonline,3
2024-Q2,mail_provider,m:tonline,1
2024-Q3,mail_provider,m:tonline,4
2024-Q4,mail_provider,m:tonline,11
2025-Q1,mail_provider,m:tonline,5
2025-Q2,mail_provider,m:tonline,7
2025-Q3,mail_provider,m:tonline,6
2025-Q4,mail_provider,m:tonline,4
2026-Q1,mail_provider,m:tonline,9
2026-Q2,mail_provider,m:tonline,6
2026-Q3,mail_provider,m:tonline,3
2023-Q4,mail_provider,m:tutanota,1
2025-Q2,mail_provider,m:tutanota,2
2025-Q4,mail_provider,m:tutanota,1
2026-Q2,mail_provider,m:tutanota,1
2026-Q3,mail_provider,m:tutanota,1
2023-Q4,mail_provider,m:verizon,8
2024-Q1,mail_provider,m:verizon,11
2024-Q2,mail_provider,m:verizon,12
2024-Q3,mail_provider,m:verizon,19
2024-Q4,mail_provider,m:verizon,13
2025-Q1,mail_provider,m:verizon,7
2025-Q2,mail_provider,m:verizon,5
2025-Q3,mail_provider,m:verizon,15
2025-Q4,mail_provider,m:verizon,15
2026-Q1,mail_provider,m:verizon,1
2026-Q2,mail_provider,m:verizon,6
2026-Q3,mail_provider,m:verizon,4
2023-Q4,mail_provider,m:virgilio,2
2024-Q1,mail_provider,m:virgilio,1
2024-Q2,mail_provider,m:virgilio,1
2024-Q3,mail_provider,m:virgilio,1
2024-Q4,mail_provider,m:virgilio,7
2025-Q1,mail_provider,m:virgilio,7
2025-Q2,mail_provider,m:virgilio,1
2025-Q3,mail_provider,m:virgilio,6
2025-Q4,mail_provider,m:virgilio,5
2026-Q1,mail_provider,m:virgilio,4
2026-Q2,mail_provider,m:virgilio,3
2026-Q3,mail_provider,m:virgilio,3
2023-Q4,mail_provider,m:virginmedia,7
2024-Q1,mail_provider,m:virginmedia,7
2024-Q2,mail_provider,m:virginmedia,7
2024-Q3,mail_provider,m:virginmedia,14
2024-Q4,mail_provider,m:virginmedia,7
2025-Q1,mail_provider,m:virginmedia,10
2025-Q2,mail_provider,m:virginmedia,2
2025-Q3,mail_provider,m:virginmedia,5
2025-Q4,mail_provider,m:virginmedia,4
2026-Q1,mail_provider,m:virginmedia,5
2026-Q2,mail_provider,m:virginmedia,3
2026-Q3,mail_provider,m:virginmedia,7
2024-Q1,mail_provider,m:vodafone,3
2024-Q3,mail_provider,m:vodafone,3
2025-Q1,mail_provider,m:vodafone,5
2025-Q2,mail_provider,m:vodafone,1
2026-Q1,mail_provider,m:vodafone,5
2026-Q2,mail_provider,m:vodafone,6
2023-Q4,mail_provider,m:webde,2
2024-Q1,mail_provider,m:webde,1
2024-Q2,mail_provider,m:webde,1
2024-Q3,mail_provider,m:webde,2
2024-Q4,mail_provider,m:webde,5
2025-Q1,mail_provider,m:webde,5
2025-Q2,mail_provider,m:webde,2
2025-Q3,mail_provider,m:webde,5
2025-Q4,mail_provider,m:webde,2
2026-Q1,mail_provider,m:webde,4
2026-Q2,mail_provider,m:webde,1
2026-Q3,mail_provider,m:webde,1
2023-Q4,mail_provider,m:windstream,3
2024-Q1,mail_provider,m:windstream,3
2024-Q3,mail_provider,m:windstream,2
2024-Q4,mail_provider,m:windstream,1
2025-Q1,mail_provider,m:windstream,2
2025-Q2,mail_provider,m:windstream,5
2025-Q3,mail_provider,m:windstream,3
2025-Q4,mail_provider,m:windstream,1
2026-Q1,mail_provider,m:windstream,2
2026-Q2,mail_provider,m:windstream,3
2026-Q3,mail_provider,m:windstream,2
2024-Q1,mail_provider,m:wppl,1
2024-Q2,mail_provider,m:wppl,1
2024-Q4,mail_provider,m:wppl,2
2025-Q1,mail_provider,m:wppl,4
2025-Q4,mail_provider,m:wppl,1
2026-Q2,mail_provider,m:wppl,1
2026-Q3,mail_provider,m:wppl,1
2023-Q4,mail_provider,m:xtra_nz,1
2024-Q1,mail_provider,m:xtra_nz,1
2024-Q2,mail_provider,m:xtra_nz,1
2024-Q3,mail_provider,m:xtra_nz,4
2025-Q3,mail_provider,m:xtra_nz,3
2026-Q3,mail_provider,m:xtra_nz,2
2023-Q4,mail_provider,m:yahooemail,91
2024-Q1,mail_provider,m:yahooemail,67
2024-Q2,mail_provider,m:yahooemail,131
2024-Q3,mail_provider,m:yahooemail,125
2024-Q4,mail_provider,m:yahooemail,91
2025-Q1,mail_provider,m:yahooemail,85
2025-Q2,mail_provider,m:yahooemail,59
2025-Q3,mail_provider,m:yahooemail,128
2025-Q4,mail_provider,m:yahooemail,122
2026-Q1,mail_provider,m:yahooemail,136
2026-Q2,mail_provider,m:yahooemail,101
2026-Q3,mail_provider,m:yahooemail,101
2023-Q4,mail_provider,m:yandex,5
2024-Q2,mail_provider,m:yandex,2
2024-Q3,mail_provider,m:yandex,1
2024-Q4,mail_provider,m:yandex,5
2025-Q1,mail_provider,m:yandex,2
2025-Q3,mail_provider,m:yandex,2
2025-Q4,mail_provider,m:yandex,3
2026-Q1,mail_provider,m:yandex,2
2026-Q2,mail_provider,m:yandex,2
2026-Q3,mail_provider,m:yandex,1
2023-Q4,mail_provider,m:ziggo,2
2024-Q1,mail_provider,m:ziggo,1
2024-Q2,mail_provider,m:ziggo,5
2024-Q3,mail_provider,m:ziggo,5
2024-Q4,mail_provider,m:ziggo,10
2025-Q1,mail_provider,m:ziggo,3
2025-Q2,mail_provider,m:ziggo,6
2025-Q3,mail_provider,m:ziggo,3
2025-Q4,mail_provider,m:ziggo,2
2026-Q1,mail_provider,m:ziggo,4
2026-Q2,mail_provider,m:ziggo,3
2026-Q3,mail_provider,m:ziggo,3
2023-Q4,mail_provider,m:zoho,7
2024-Q1,mail_provider,m:zoho,5
2024-Q2,mail_provider,m:zoho,7
2024-Q3,mail_provider,m:zoho,3
2024-Q4,mail_provider,m:zoho,9
2025-Q1,mail_provider,m:zoho,3
2025-Q2,mail_provider,m:zoho,4
2025-Q3,mail_provider,m:zoho,6
2025-Q4,mail_provider,m:zoho,1
2026-Q1,mail_provider,m:zoho,2
2026-Q2,mail_provider,m:zoho,4
2026-Q3,mail_provider,m:zoho,4
2023-Q4,os,os:android,1
2024-Q1,os,os:android,3
2024-Q2,os,os:android,3
2024-Q3,os,os:android,3
2024-Q4,os,os:android,2
2025-Q1,os,os:android,4
2025-Q2,os,os:android,4
2025-Q3,os,os:android,7
2025-Q4,os,os:android,4
2026-Q1,os,os:android,33
2026-Q2,os,os:android,22
2026-Q3,os,os:android,19
2023-Q4,os,os:linux,175
2024-Q1,os,os:linux,134
2024-Q2,os,os:linux,96
2024-Q3,os,os:linux,150
2024-Q4,os,os:linux,166
2025-Q1,os,os:linux,140
2025-Q2,os,os:linux,113
2025-Q3,os,os:linux,125
2025-Q4,os,os:linux,118
2026-Q1,os,os:linux,219
2026-Q2,os,os:linux,187
2026-Q3,os,os:linux,174
2023-Q4,os,os:macos,106
2024-Q1,os,os:macos,83
2024-Q2,os,os:macos,65
2024-Q3,os,os:macos,84
2024-Q4,os,os:macos,87
2025-Q1,os,os:macos,77
2025-Q2,os,os:macos,47
2025-Q3,os,os:macos,104
2025-Q4,os,os:macos,60
2026-Q1,os,os:macos,200
2026-Q2,os,os:macos,162
2026-Q3,os,os:macos,123
2024-Q2,os,os:other,1
2024-Q3,os,os:other,3
2025-Q1,os,os:other,2
2025-Q2,os,os:other,3
2025-Q3,os,os:other,2
2025-Q4,os,os:other,2
2026-Q1,os,os:other,80
2026-Q2,os,os:other,22
2026-Q3,os,os:other,21
2023-Q4,os,os:windows,489
2024-Q1,os,os:windows,348
2024-Q2,os,os:windows,283
2024-Q3,os,os:windows,443
2024-Q4,os,os:windows,458
2025-Q1,os,os:windows,415
2025-Q2,os,os:windows,342
2025-Q3,os,os:windows,513
2025-Q4,os,os:windows,431
2026-Q1,os,os:windows,1847
2026-Q2,os,os:windows,1856
2026-Q3,os,os:windows,1613
2023-Q4,protocol,proto:caldav,13
2024-Q1,protocol,proto:caldav,14
2024-Q2,protocol,proto:caldav,6
2024-Q3,protocol,proto:caldav,13
2024-Q4,protocol,proto:caldav,18
2025-Q1,protocol,proto:caldav,15
2025-Q2,protocol,proto:caldav,14
2025-Q3,protocol,proto:caldav,13
2025-Q4,protocol,proto:caldav,8
2026-Q1,protocol,proto:caldav,14
2026-Q2,protocol,proto:caldav,7
2026-Q3,protocol,proto:caldav,5
2023-Q4,protocol,proto:carddav,4
2024-Q1,protocol,proto:carddav,6
2024-Q2,protocol,proto:carddav,5
2024-Q3,protocol,proto:carddav,9
2024-Q4,protocol,proto:carddav,9
2025-Q1,protocol,proto:carddav,10
2025-Q2,protocol,proto:carddav,3
2025-Q3,protocol,proto:carddav,10
2025-Q4,protocol,proto:carddav,5
2026-Q1,protocol,proto:carddav,8
2026-Q2,protocol,proto:carddav,5
2026-Q3,protocol,proto:carddav,5
2024-Q3,protocol,proto:ews,2
2024-Q4,protocol,proto:ews,3
2025-Q1,protocol,proto:ews,2
2025-Q4,protocol,proto:ews,4
2026-Q1,protocol,proto:ews,5
2026-Q2,protocol,proto:ews,5
2026-Q3,protocol,proto:ews,4
2023-Q4,protocol,proto:imap,280
2024-Q1,protocol,proto:imap,272
2024-Q2,protocol,proto:imap,240
2024-Q3,protocol,proto:imap,340
2024-Q4,protocol,proto:imap,351
2025-Q1,protocol,proto:imap,302
2025-Q2,protocol,proto:imap,217
2025-Q3,protocol,proto:imap,250
2025-Q4,protocol,proto:imap,220
2026-Q1,protocol,proto:imap,209
2026-Q2,protocol,proto:imap,154
2026-Q3,protocol,proto:imap,159
2023-Q4,protocol,proto:oauth,61
2024-Q1,protocol,proto:oauth,30
2024-Q2,protocol,proto:oauth,58
2024-Q3,protocol,proto:oauth,159
2024-Q4,protocol,proto:oauth,102
2025-Q1,protocol,proto:oauth,53
2025-Q2,protocol,proto:oauth,42
2025-Q3,protocol,proto:oauth,45
2025-Q4,protocol,proto:oauth,40
2026-Q1,protocol,proto:oauth,71
2026-Q2,protocol,proto:oauth,41
2026-Q3,protocol,proto:oauth,49
2023-Q4,protocol,proto:pop,187
2024-Q1,protocol,proto:pop,150
2024-Q2,protocol,proto:pop,123
2024-Q3,protocol,proto:pop,257
2024-Q4,protocol,proto:pop,211
2025-Q1,protocol,proto:pop,181
2025-Q2,protocol,proto:pop,140
2025-Q3,protocol,proto:pop,170
2025-Q4,protocol,proto:pop,131
2026-Q1,protocol,proto:pop,114
2026-Q2,protocol,proto:pop,103
2026-Q3,protocol,proto:pop,103
2023-Q4,protocol,proto:smtp,182
2024-Q1,protocol,proto:smtp,158
2024-Q2,protocol,proto:smtp,157
2024-Q3,protocol,proto:smtp,241
2024-Q4,protocol,proto:smtp,214
2025-Q1,protocol,proto:smtp,185
2025-Q2,protocol,proto:smtp,143
2025-Q3,protocol,proto:smtp,184
2025-Q4,protocol,proto:smtp,106
2026-Q1,protocol,proto:smtp,152
2026-Q2,protocol,proto:smtp,86
2026-Q3,protocol,proto:smtp,96
2026-Q1,tb_version_major,102,5
2026-Q2,tb_version_major,102,4
2026-Q3,tb_version_major,102,5
2026-Q2,tb_version_major,104,1
2026-Q1,tb_version_major,115,23
2026-Q2,tb_version_major,115,68
2026-Q3,tb_version_major,115,51
2026-Q1,tb_version_major,128,9
2026-Q2,tb_version_major,128,12
2026-Q3,tb_version_major,128,11
2026-Q2,tb_version_major,137,1
2026-Q3,tb_version_major,138,1
2026-Q2,tb_version_major,139,2
2026-Q3,tb_version_major,139,2
2025-Q4,tb_version_major,140,1
2026-Q1,tb_version_major,140,204
2026-Q2,tb_version_major,140,556
2026-Q3,tb_version_major,140,274
2026-Q2,tb_version_major,141,1
2025-Q3,tb_version_major,142,1
2026-Q1,tb_version_major,142,2
2026-Q2,tb_version_major,142,2
2026-Q3,tb_version_major,142,1
2026-Q1,tb_version_major,143,2
2026-Q2,tb_version_major,143,3
2026-Q3,tb_version_major,143,1
2026-Q1,tb_version_major,144,1
2026-Q2,tb_version_major,144,2
2026-Q3,tb_version_major,144,1
2026-Q1,tb_version_major,145,3
2026-Q2,tb_version_major,145,1
2026-Q3,tb_version_major,145,2
2026-Q1,tb_version_major,146,4
2026-Q2,tb_version_major,146,6
2026-Q3,tb_version_major,146,2
2026-Q1,tb_version_major,147,112
2026-Q2,tb_version_major,147,8
2026-Q3,tb_version_major,147,1
2026-Q1,tb_version_major,148,227
2026-Q2,tb_version_major,148,10
2026-Q3,tb_version_major,148,5
2026-Q1,tb_version_major,149,46
2026-Q2,tb_version_major,149,261
2026-Q3,tb_version_major,149,10
2026-Q2,tb_version_major,150,398
2026-Q3,tb_version_major,150,56
2026-Q2,tb_version_major,151,326
2026-Q3,tb_version_major,151,12
2026-Q2,tb_version_major,152,160
2026-Q3,tb_version_major,152,219
2026-Q2,tb_version_major,153,5
2026-Q3,tb_version_major,153,592
2026-Q3,tb_version_major,154,242
2026-Q1,tb_version_major,155,1
2026-Q3,tb_version_major,155,127
2026-Q2,tb_version_major,156,1
2026-Q2,tb_version_major,159,1
2026-Q3,tb_version_major,170,1
2026-Q3,tb_version_major,176,1
2023-Q4,total,all,4360
2024-Q1,total,all,3121
2024-Q2,total,all,2727
2024-Q3,total,all,4701
2024-Q4,total,all,4830
2025-Q1,total,all,4276
2025-Q2,total,all,3356
2025-Q3,total,all,4257
2025-Q4,total,all,3282
2026-Q1,total,all,2834
2026-Q2,total,all,2296
2026-Q3,total,all,2000
